Order ID,Date,Region,Product,Quantity,Unit Price,Total Sales
10239,10-01-2023 22:00,East,Smartphone,9,167.84,1510.56
10240,10-01-2023 23:00,West,Keyboard,8,59.75,478
10241,11-01-2023 00:00,South,Smartphone,3,735.85,2207.55
10242,11-01-2023 01:00,East,Tablet,1,728.78,728.78
10243,11-01-2023 02:00,West,Smartphone,4,446.89,1787.56
10244,11-01-2023 03:00,North,Monitor,8,169.99,1359.92
10245,11-01-2023 04:00,East,Keyboard,3,403.05,1209.15
10246,11-01-2023 05:00,South,Laptop,2,610.39,1220.78
10247,11-01-2023 06:00,North,Laptop,7,718.75,5031.25
10248,11-01-2023 07:00,North,Keyboard,4,124.33,497.32
10249,11-01-2023 08:00,North,Tablet,6,578.49,3470.94
10250,11-01-2023 09:00,East,Smartphone,5,312.32,1561.6
10251,11-01-2023 10:00,South,Tablet,2,636.4,1272.8
10252,11-01-2023 11:00,North,Laptop,2,665.73,1331.46
10253,11-01-2023 12:00,West,Keyboard,9,915.07,8235.63
10254,11-01-2023 13:00,North,Keyboard,2,439.86,879.72
10255,11-01-2023 14:00,North,Tablet,8,560.71,4485.68
10256,11-01-2023 15:00,East,Tablet,8,304.8,2438.4
10257,11-01-2023 16:00,East,Smartphone,1,322.23,322.23
10258,11-01-2023 17:00,South,Monitor,1,93.73,93.73
10259,11-01-2023 18:00,West,Monitor,4,321.77,1287.08
10260,11-01-2023 19:00,East,Smartphone,2,110.64,221.28
10261,11-01-2023 20:00,North,Monitor,1,965.72,965.72
10262,11-01-2023 21:00,South,Laptop,9,643.05,5787.45
10263,11-01-2023 22:00,North,Monitor,3,214.49,643.47
10264,11-01-2023 23:00,North,Smartphone,1,160.93,160.93
10265,12-01-2023 00:00,East,Monitor,2,401.62,803.24
10266,12-01-2023 01:00,South,Keyboard,8,342.26,2738.08
10267,12-01-2023 02:00,West,Tablet,5,315.29,1576.45
10268,12-01-2023 03:00,West,Laptop,7,494.79,3463.53
10269,12-01-2023 04:00,East,Keyboard,6,917.23,5503.38
10270,12-01-2023 05:00,East,Keyboard,1,589.65,589.65
10271,12-01-2023 06:00,South,Smartphone,6,545.17,3271.02
10272,12-01-2023 07:00,West,Tablet,7,816.22,5713.54
10273,12-01-2023 08:00,West,Tablet,4,53.82,215.28
10274,12-01-2023 09:00,West,Laptop,8,237.52,1900.16
10275,12-01-2023 10:00,North,Smartphone,8,521.38,4171.04
10276,12-01-2023 11:00,West,Laptop,7,720.04,5040.28
10277,12-01-2023 12:00,North,Monitor,2,510.78,1021.56
10278,12-01-2023 13:00,South,Keyboard,6,205.53,1233.18
10279,12-01-2023 14:00,North,Laptop,6,933.48,5600.88
10280,12-01-2023 15:00,South,Keyboard,7,362.23,2535.61
10281,12-01-2023 16:00,West,Smartphone,6,798.8,4792.8
10282,12-01-2023 17:00,West,Monitor,2,896.84,1793.68
10283,12-01-2023 18:00,South,Smartphone,8,379.13,3033.04
10284,12-01-2023 19:00,East,Monitor,4,853.05,3412.2
10285,12-01-2023 20:00,South,Monitor,9,725.23,6527.07
10286,12-01-2023 21:00,East,Keyboard,8,909.07,7272.56
10287,12-01-2023 22:00,North,Smartphone,3,288.75,866.25
10288,12-01-2023 23:00,North,Smartphone,3,934.71,2804.13
10289,13-01-2023 00:00,North,Laptop,8,112.04,896.32
10290,13-01-2023 01:00,West,Smartphone,2,803.99,1607.98
10291,13-01-2023 02:00,North,Laptop,9,463.88,4174.92
10292,13-01-2023 03:00,East,Tablet,4,219,876
10293,13-01-2023 04:00,North,Tablet,6,125.43,752.58
10294,13-01-2023 05:00,South,Tablet,3,420.07,1260.21
10295,13-01-2023 06:00,South,Smartphone,3,419.86,1259.58
10296,13-01-2023 07:00,West,Smartphone,3,268.46,805.38
10297,13-01-2023 08:00,South,Laptop,2,254.74,509.48
10298,13-01-2023 09:00,East,Monitor,8,429.54,3436.32
10299,13-01-2023 10:00,North,Laptop,9,439.61,3956.49
10300,13-01-2023 11:00,West,Tablet,8,470.25,3762
10301,13-01-2023 12:00,North,Laptop,3,875.32,2625.96
10302,13-01-2023 13:00,North,Monitor,7,630.69,4414.83
10303,13-01-2023 14:00,East,Smartphone,2,69.41,138.82
10304,13-01-2023 15:00,South,Laptop,4,543.14,2172.56
10305,13-01-2023 16:00,South,Tablet,6,774.33,4645.98
10306,13-01-2023 17:00,North,Tablet,5,103.59,517.95
10307,13-01-2023 18:00,West,Smartphone,9,451.48,4063.32
10308,13-01-2023 19:00,South,Laptop,4,478.65,1914.6
10309,13-01-2023 20:00,West,Monitor,5,956.32,4781.6
10310,13-01-2023 21:00,South,Smartphone,4,501.9,2007.6
10311,13-01-2023 22:00,West,Laptop,8,762.41,6099.28
10312,13-01-2023 23:00,East,Keyboard,8,337.76,2702.08
10313,14-01-2023 00:00,West,Tablet,3,790.34,2371.02
10314,14-01-2023 01:00,East,Monitor,1,356.53,356.53
10315,14-01-2023 02:00,East,Monitor,6,458.52,2751.12
10316,14-01-2023 03:00,West,Monitor,2,505.51,1011.02
10317,14-01-2023 04:00,East,Tablet,2,930.04,1860.08
10318,14-01-2023 05:00,North,Laptop,3,100.78,302.34
10319,14-01-2023 06:00,East,Smartphone,8,237.02,1896.16
10320,14-01-2023 07:00,South,Laptop,3,720.46,2161.38
10321,14-01-2023 08:00,West,Smartphone,7,598.7,4190.9
10322,14-01-2023 09:00,North,Monitor,9,288.95,2600.55
10323,14-01-2023 10:00,West,Laptop,8,324.74,2597.92
10324,14-01-2023 11:00,South,Monitor,1,398.94,398.94
10325,14-01-2023 12:00,South,Keyboard,7,477.83,3344.81
10326,14-01-2023 13:00,South,Monitor,7,827.13,5789.91
10327,14-01-2023 14:00,East,Monitor,8,63.12,504.96
10328,14-01-2023 15:00,East,Smartphone,5,903.12,4515.6
10329,14-01-2023 16:00,West,Keyboard,9,442.38,3981.42
10330,14-01-2023 17:00,West,Monitor,9,268.97,2420.73
10331,14-01-2023 18:00,North,Monitor,8,532.99,4263.92
10332,14-01-2023 19:00,North,Keyboard,6,676.69,4060.14
10333,14-01-2023 20:00,West,Keyboard,6,92.51,555.06
10334,14-01-2023 21:00,East,Laptop,1,729.99,729.99
10335,14-01-2023 22:00,South,Smartphone,6,772.72,4636.32
10336,14-01-2023 23:00,West,Keyboard,4,207.87,831.48
10337,15-01-2023 00:00,North,Keyboard,4,209.49,837.96
10338,15-01-2023 01:00,East,Tablet,2,243.6,487.2
10339,15-01-2023 02:00,West,Keyboard,4,806.8,3227.2
10340,15-01-2023 03:00,West,Smartphone,5,308.4,1542
10341,15-01-2023 04:00,East,Monitor,5,806.14,4030.7
10342,15-01-2023 05:00,West,Monitor,5,563.5,2817.5
10343,15-01-2023 06:00,East,Monitor,4,778.81,3115.24
10344,15-01-2023 07:00,South,Monitor,1,575.99,575.99
10345,15-01-2023 08:00,East,Tablet,8,368.98,2951.84
10346,15-01-2023 09:00,East,Keyboard,3,915.18,2745.54
10347,15-01-2023 10:00,East,Monitor,2,729.53,1459.06
10348,15-01-2023 11:00,West,Laptop,9,509.85,4588.65
10349,15-01-2023 12:00,West,Monitor,7,655.56,4588.92
10350,15-01-2023 13:00,East,Keyboard,9,635.05,5715.45
10351,15-01-2023 14:00,West,Monitor,2,390.21,780.42
10352,15-01-2023 15:00,North,Tablet,9,452.58,4073.22
10353,15-01-2023 16:00,North,Smartphone,9,352.34,3171.06
10354,15-01-2023 17:00,West,Smartphone,9,999.54,8995.86
10355,15-01-2023 18:00,West,Keyboard,4,601.06,2404.24
10356,15-01-2023 19:00,East,Smartphone,3,137.45,412.35
10357,15-01-2023 20:00,South,Smartphone,6,543.15,3258.9
10358,15-01-2023 21:00,West,Laptop,3,97.46,292.38
10359,15-01-2023 22:00,North,Keyboard,9,324.22,2917.98
10360,15-01-2023 23:00,East,Keyboard,3,473.66,1420.98
10361,16-01-2023 00:00,West,Smartphone,2,557.56,1115.12
10362,16-01-2023 01:00,North,Smartphone,8,977.37,7818.96
10363,16-01-2023 02:00,North,Smartphone,6,983.11,5898.66
10364,16-01-2023 03:00,South,Tablet,8,143.17,1145.36
10365,16-01-2023 04:00,East,Monitor,7,561.23,3928.61
10366,16-01-2023 05:00,East,Tablet,3,826.25,2478.75
10367,16-01-2023 06:00,South,Keyboard,8,275.83,2206.64
10368,16-01-2023 07:00,South,Laptop,1,763.03,763.03
10369,16-01-2023 08:00,East,Monitor,1,884.69,884.69
10370,16-01-2023 09:00,East,Laptop,8,679.36,5434.88
10371,16-01-2023 10:00,West,Keyboard,9,361.32,3251.88
10372,16-01-2023 11:00,West,Keyboard,6,926.98,5561.88
10373,16-01-2023 12:00,South,Laptop,5,889.34,4446.7
10374,16-01-2023 13:00,West,Laptop,2,730.03,1460.06
10375,16-01-2023 14:00,North,Laptop,9,395.48,3559.32
10376,16-01-2023 15:00,West,Keyboard,6,802.3,4813.8
10377,16-01-2023 16:00,West,Smartphone,8,350.3,2802.4
10378,16-01-2023 17:00,North,Laptop,9,290.31,2612.79
10379,16-01-2023 18:00,South,Monitor,9,539.26,4853.34
10380,16-01-2023 19:00,North,Keyboard,8,997.28,7978.24
10381,16-01-2023 20:00,West,Tablet,8,814.11,6512.88
10382,16-01-2023 21:00,South,Tablet,3,743.3,2229.9
10383,16-01-2023 22:00,West,Monitor,3,479.41,1438.23
10384,16-01-2023 23:00,North,Smartphone,2,346.35,692.7
10385,17-01-2023 00:00,North,Laptop,1,863.11,863.11
10386,17-01-2023 01:00,West,Keyboard,4,589.35,2357.4
10387,17-01-2023 02:00,East,Laptop,2,822.59,1645.18
10388,17-01-2023 03:00,East,Keyboard,2,513.37,1026.74
10389,17-01-2023 04:00,North,Tablet,5,766.26,3831.3
10390,17-01-2023 05:00,North,Laptop,4,874.35,3497.4
10391,17-01-2023 06:00,East,Monitor,1,421.82,421.82
10392,17-01-2023 07:00,East,Smartphone,9,62.89,566.01
10393,17-01-2023 08:00,West,Monitor,4,292.18,1168.72
10394,17-01-2023 09:00,West,Smartphone,5,919.17,4595.85
10395,17-01-2023 10:00,East,Laptop,7,703.17,4922.19
10396,17-01-2023 11:00,West,Laptop,2,750.36,1500.72
10397,17-01-2023 12:00,West,Smartphone,8,359.02,2872.16
10398,17-01-2023 13:00,South,Tablet,2,716.21,1432.42
10399,17-01-2023 14:00,West,Keyboard,5,663.97,3319.85
10400,17-01-2023 15:00,North,Monitor,2,219.45,438.9
10401,17-01-2023 16:00,West,Monitor,2,970.26,1940.52
10402,17-01-2023 17:00,West,Monitor,4,386.32,1545.28
10403,17-01-2023 18:00,East,Laptop,4,362.82,1451.28
10404,17-01-2023 19:00,North,Monitor,8,400.7,3205.6
10405,17-01-2023 20:00,West,Keyboard,6,137.13,822.78
10406,17-01-2023 21:00,West,Keyboard,8,643.72,5149.76
10407,17-01-2023 22:00,South,Smartphone,7,276.69,1936.83
10408,17-01-2023 23:00,West,Laptop,4,813.15,3252.6
10409,18-01-2023 00:00,West,Keyboard,2,424.45,848.9
10410,18-01-2023 01:00,South,Tablet,9,485.63,4370.67
10411,18-01-2023 02:00,East,Laptop,2,664.1,1328.2
10412,18-01-2023 03:00,West,Laptop,1,773.78,773.78
10413,18-01-2023 04:00,South,Keyboard,8,269.56,2156.48
10414,18-01-2023 05:00,North,Tablet,9,967.98,8711.82
10415,18-01-2023 06:00,East,Smartphone,1,641.21,641.21
10416,18-01-2023 07:00,North,Keyboard,7,55.36,387.52
10417,18-01-2023 08:00,North,Tablet,2,444.84,889.68
10418,18-01-2023 09:00,South,Laptop,6,464.98,2789.88
10419,18-01-2023 10:00,West,Tablet,5,818.71,4093.55
10420,18-01-2023 11:00,South,Laptop,1,339.88,339.88
10421,18-01-2023 12:00,South,Keyboard,2,364.67,729.34
10422,18-01-2023 13:00,South,Keyboard,2,116.97,233.94
10423,18-01-2023 14:00,South,Monitor,6,319.37,1916.22
10424,18-01-2023 15:00,East,Monitor,1,731.11,731.11
10425,18-01-2023 16:00,West,Monitor,4,653.02,2612.08
10426,18-01-2023 17:00,North,Keyboard,5,127.32,636.6
10427,18-01-2023 18:00,North,Smartphone,2,158.96,317.92
10428,18-01-2023 19:00,West,Keyboard,2,408.08,816.16
10429,18-01-2023 20:00,North,Tablet,7,756.57,5295.99
10430,18-01-2023 21:00,West,Keyboard,7,841.27,5888.89
10431,18-01-2023 22:00,North,Keyboard,6,63.89,383.34
10432,18-01-2023 23:00,South,Laptop,1,362.56,362.56
10433,19-01-2023 00:00,North,Laptop,3,453.05,1359.15
10434,19-01-2023 01:00,West,Laptop,9,915.58,8240.22
